Numeracao_geral	Numeracao_p_analise	Localizacao	ponto	numeracao_animal	tcmax_final	LogCTM	Taxon	Classe	Ordem	Famila	Sub-Familia	Genero	Especie	Sexo	Nofly/Fly	Habitat	Latitude	Longitude	Altitude	Localidade	Temperatura	TempAR	TempSOLO	Peso (g)
169	1	1.0	5	171	34.33	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
170	1	1.0	5	172	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
171	1	1.0	5	173	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
172	1	1.0	5	174	36.00	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
173	1	1.0	5	175	36.00	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
174	1	1.0	5	176	36.00	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
175	1	1.0	5	177	36.33	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
176	1	1.0	5	178	36.33	1.56	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
177	1	1.0	5	179	36.33	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
179	1	1.0	5	181	36.67	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
180	1	1.0	5	182	36.67	1.56	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
181	1	1.0	5	183	40.33	1.61	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
182	1	1.0	5	184	32.33	1.51	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	Yes	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0005
183	1	1.0	5	185	32.33	1.51	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
184	1	1.0	5	186	30.67	1.49	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
185	1	1.0	5	187	33.33	1.52	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
186	1	1.0	5	188	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
187	1	1.0	5	189	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
188	1	1.0	5	190	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
190	1	1.0	5	192	33.33	1.52	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
191	1	1.0	5	193	36.00	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
192	1	1.0	5	194	36.00	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Formicinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
193	1	1.0	5	195	37.00	1.57	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
194	1	1.0	5	196	37.00	1.57	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.666	-46.008	790	EBBoraceia				0.0001
195	1	1.0	6	197	31.00	1.49	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
197	1	1.0	6	199	32.00	1.51	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
198	1	1.0	6	200	32.33	1.51	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
199	1	1.0	6	201	32.33	1.51	Artrhopoda	Arachnida	Opiliones	Caddidae	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
200	1	1.0	6	202	32.67	1.51	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
201	1	1.0	6	203	34.00	1.53	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
202	1	1.0	6	204	34.00	1.53	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0048
204	1	1.0	6	206	37.33	1.57	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
206	1	1.0	6	208	38.00	1.58	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
207	1	1.0	6	209	31.33	1.50	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
208	1	1.0	6	210	32.00	1.51	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
209	1	1.0	6	211	32.00	1.51	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
210	1	1.0	6	212	32.33	1.51	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
212	1	1.0	6	214	32.33	1.51	Artrhopoda	Chilopoda	Geophilomorpha	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
213	1	1.0	6	215	33.33	1.52	Artrhopoda	Chilopoda	Geophilomorpha	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
214	1	1.0	6	216	33.33	1.52	Artrhopoda	Chilopoda	Geophilomorpha	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0056
215	1	1.0	6	217	33.33	1.52	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
216	1	1.0	6	218	34.67	1.54	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
217	1	1.0	6	219	34.00	1.53	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
218	1	1.0	6	220	34.00	1.53	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
219	1	1.0	6	221	37.33	1.57	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
220	1	1.0	6	222	36.33	1.56	Artrhopoda	Insecta	Isoptera	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
221	1	1.0	6	223	36.67	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
222	1	1.0	6	224	32.67	1.51	Artrhopoda	Insecta	Isoptera	Termitidae	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
223	1	1.0	6	225	32.00	1.51	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
225	1	1.0	6	227	34.00	1.53	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
226	1	1.0	6	228	34.00	1.53	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
228	1	1.0	6	230	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
229	1	1.0	6	231	35.00	1.54	Artrhopoda	Chilopoda	Geophilomorpha	0	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
230	1	1.0	6	232	35.33	1.55	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
231	1	1.0	6	233	35.33	1.55	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.676	-46.037	444	EBBoraceia				0.0001
232	1	1.0	7	234	31.67	1.50	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
233	1	1.0	7	235	31.33	1.50	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
234	1	1.0	7	236	32.67	1.51	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
235	1	1.0	7	237	35.67	1.55	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
236	1	1.0	7	238	35.67	1.55	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
237	1	1.0	7	239	35.67	1.55	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
238	1	1.0	7	240	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
239	1	1.0	7	241	35.67	1.55	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Hypoponera	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
240	1	1.0	7	242	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
241	1	1.0	7	243	35.67	1.55	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
242	1	1.0	7	244	35.67	1.55	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
243	1	1.0	7	245	35.67	1.55	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
244	1	1.0	7	246	34.33	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
245	1	1.0	7	247	35.67	1.55	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
246	1	1.0	7	248	36.00	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
247	1	1.0	7	249	39.00	1.59	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
249	1	1.0	7	251	33.67	1.53	Artrhopoda	Arachnida	Araneae	Zoridae	0	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
250	1	1.0	7	252	33.33	1.52	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
251	1	1.0	7	253	33.33	1.52	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
252	1	1.0	7	254	33.33	1.52	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
253	1	1.0	7	255	34.33	1.54	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
254	1	1.0	7	256	34.33	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
255	1	1.0	7	257	34.33	1.54	Artrhopoda	Arachnida	Araneae	Thomisidae	0	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
256	1	1.0	7	258	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
257	1	1.0	7	259	35.00	1.54	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
258	1	1.0	7	260	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
259	1	1.0	7	261	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
260	1	1.0	7	262	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
261	1	1.0	7	263	37.00	1.57	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
262	1	1.0	7	264	40.67	1.61	Artrhopoda	Insecta	Hemiptera	Pentatomidae	0	0	0	0	Yes	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
263	1	1.0	7	265	31.33	1.50	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
264	1	1.0	7	266	33.33	1.52	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
266	1	1.0	7	268	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
267	1	1.0	7	269	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
268	1	1.0	7	270	36.33	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
269	1	1.0	7	271	38.33	1.58	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MataAtlantica	-23.667	-46.044	444	EBBoraceia				0.0001
270	1	1.0	8	272	32.00	1.51	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
271	1	1.0	8	273	31.33	1.50	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
272	1	1.0	8	274	33.00	1.52	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
273	1	1.0	8	275	32.33	1.51	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
275	1	1.0	8	277	37.33	1.57	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
276	1	1.0	8	278	36.67	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
278	1	1.0	8	280	37.00	1.57	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
279	1	1.0	8	281	37.00	1.57	Artrhopoda	Diplopoda	Geophilomorpha	0	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
280	1	1.0	8	282	38.00	1.58	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
281	1	1.0	8	283	37.00	1.57	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
282	1	1.0	8	284	37.67	1.58	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
283	1	1.0	8	285	32.67	1.51	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
284	1	1.0	8	286	32.67	1.51	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
285	1	1.0	8	287	32.33	1.51	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
286	1	1.0	8	288	32.33	1.51	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
287	1	1.0	8	289	33.33	1.52	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
288	1	1.0	8	290	34.00	1.53	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
289	1	1.0	8	291	35.00	1.54	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
291	1	1.0	8	293	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
292	1	1.0	8	294	37.33	1.57	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
293	1	1.0	8	295	36.00	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
294	1	1.0	8	296	36.00	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
295	1	1.0	8	297	33.67	1.53	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
296	1	1.0	8	298	33.33	1.52	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
297	1	1.0	8	299	34.00	1.53	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
298	1	1.0	8	300	34.33	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
299	1	1.0	8	301	35.33	1.55	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
300	1	1.0	8	302	33.33	1.52	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
301	1	1.0	8	303	33.33	1.52	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
302	1	1.0	8	304	37.67	1.58	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
303	1	1.0	8	305	36.00	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
304	1	1.0	8	306	36.00	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
305	1	1.0	8	307	37.33	1.57	Artrhopoda	Arachnida	Araneae	Nemesiidae	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
306	1	1.0	8	308	38.33	1.58	Artrhopoda	Arachnida	Araneae	Nemesiidae	0	0	0	0	No	MataAtlantica	-23.721	-46.05	444	EBBoraceia				0.0001
307	1	1.0	9	309	35.33	1.55	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
308	1	1.0	9	310	36.67	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
309	1	1.0	9	311	36.33	1.56	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
310	1	1.0	9	312	37.33	1.57	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
311	1	1.0	9	313	37.33	1.57	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
312	1	1.0	9	314	37.33	1.57	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
313	1	1.0	9	315	38.00	1.58	Artrhopoda	Arachnida	Araneae	Corinnidae	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
314	1	1.0	9	316	39.67	1.60	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
315	1	1.0	9	317	39.67	1.60	Artrhopoda	Arachnida	Araneae	Corinnidae	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
317	1	1.0	9	319	32.67	1.51	Artrhopoda	Insecta	Orthoptera 	0	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
318	1	1.0	9	320	32.00	1.51	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
319	1	1.0	9	321	32.33	1.51	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
320	1	1.0	9	322	32.33	1.51	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
321	1	1.0	9	323	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
322	1	1.0	9	324	35.00	1.54	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
323	1	1.0	9	325	35.00	1.54	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
324	1	1.0	9	326	35.00	1.54	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
325	1	1.0	9	327	37.00	1.57	Artrhopoda	Insecta	Orthoptera 	0	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
326	1	1.0	9	328	37.00	1.57	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
327	1	1.0	9	330	37.00	1.57	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
328	1	1.0	9	331	37.00	1.57	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
330	1	1.0	9	333	32.67	1.51	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
331	1	1.0	9	334	33.00	1.52	Artrhopoda	Insecta	Hymenoptera	Formicidae	Ponerinae	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
332	1	1.0	9	335	34.67	1.54	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
333	1	1.0	9	336	34.33	1.54	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
334	1	1.0	9	337	35.67	1.55	Artrhopoda	Chilopoda	Geophilomorpha	0	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
335	1	1.0	9	338	35.67	1.55	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
336	1	1.0	9	339	35.33	1.55	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	MataAtlantica	-23.699	-46.151	444	EBBoraceia				0.0001
